                                                                                     Links for political articles,                Links to find the articles
https://www.livemint.com/politics/news/perfectly-okay-if-leaders-like-himanta-sarna-milind-deora-leave-congress-rahul-gandhi-amid-baba-siddique-exit-report-11706874777583.html,
https://www.livemint.com/politics/news/jharkhand-political-crisis-deepens-as-governor-delays-appointment-of-champai-soren-as-next-cm-jmm-likely-to-shift-mlas-11706778124926.html,
https://www.livemint.com/politics/news/jharkhand-mlas-will-fly-to-hyderabad-if-congress-heralds-new-twist-to-political-row-11706780874727.html,
https://www.livemint.com/politics/news/no-caa-in-west-bengal-tamil-nadu-mamata-banerjee-mk-stalin-vow-not-to-allow-citizenship-law-slam-bjp-government-11706769190333.html,
https://www.livemint.com/politics/jharkhand-youngest-cm-hemant-sorens-first-reaction-after-ed-arrest-in-money-laundering-land-fraud-case-its-a-break-11706753107745.html,
https://www.livemint.com/politics/congress-flags-chinese-links-of-paytm-payment-bank-following-rbi-action-pm-modi-brought-only-chaos-11706758350176.html,
https://www.livemint.com/politics/news/former-jharkhand-cm-hemant-soren-arrested-by-ed-in-land-scam-case-11706718560139.html,
https://www.livemint.com/politics/news/bmc-allots-over-rs-500-crore-to-bjp-shinde-coalition-mlas-for-mumbai-development-none-to-opposition-report-11706677226961.html,
https://www.livemint.com/politics/news/caa-shantanu-thakur-bjp-amit-shah-assembly-polls-2024-owaisi-mamata-banerjee-citizenship-amendment-act-politics-news-11706506751798.html,
https://www.livemint.com/politics/news/who-are-samrat-choudhary-and-vijay-kumar-sinha-likely-deputy-cms-in-nitish-kumar-govt-in-bihar-11706435757335.html,
https://www.livemint.com/politics/news/why-rahul-gandhis-nyay-yatra-wont-help-congress-win-lok-sabha-polls-2024-prashat-kishore-says-worst-time-to-11706879504731.html,
https://www.livemint.com/politics/news/fm-sitharaman-says-modi-govt-will-soon-present-white-paper-on-economic-mismanagement-under-upa-we-lost-10-glorious-11706879850238.html,
https://www.livemint.com/politics/news/we-will-not-tolerate-mallikarjun-kharge-on-congress-mps-separate-country-remark-11706881163815.html,
https://www.livemint.com/politics/news/raghuram-rajan-mva-candidate-for-rajya-sabha-election-here-what-we-know-so-far-11706880609731.html,
https://www.livemint.com/politics/news/raghuram-rajan-mva-candidate-for-rajya-sabha-election-here-what-we-know-so-far-11706880609731.html,
https://www.livemint.com/politics/news/perfectly-okay-if-leaders-like-himanta-sarna-milind-deora-leave-congress-rahul-gandhi-amid-baba-siddique-exit-report-11706874777583.html,
https://www.livemint.com/politics/news/rahul-gandhi-using-body-double-at-bharat-jodo-nyay-yatra-assam-cm-himanta-sarma-claims-identified-him-will-disclose-11706872036671.html,
https://www.livemint.com/politics/news/lok-sabha-election-2024-who-can-steer-bjp-after-pm-modi-prashant-kishor-says-bjp-s-biggest-risk-is-11706870779113.html,
https://www.livemint.com/politics/news/jharkhand-congress-jmm-mlas-move-to-hyderabad-ahead-of-floor-test-11706860471306.html,
https://www.livemint.com/news/india/former-jharkhand-cm-hemant-soren-sent-to-5-day-ed-custody-politics-ed-11706859889118.html,
https://www.livemint.com/news/india/former-jharkhand-cm-hemant-soren-sent-to-5-day-ed-custody-politics-ed-11706859889118.html,
https://www.livemint.com/politics/news/supreme-court-asks-jharkhand-jmm-leader-hemant-soren-to-approach-hc-for-relief-11706851405486.html,
https://www.livemint.com/politics/news/supreme-court-asks-jharkhand-jmm-leader-hemant-soren-to-approach-hc-for-relief-11706851405486.html,
https://www.livemint.com/politics/news/after-mamata-banerjees-threat-for-dharna-governor-cv-ananda-bose-says-west-bengals-dues-will-be-cleared-by-centre-11706797220439.html,
https://www.livemint.com/politics/news/jharkhand-mlas-will-fly-to-hyderabad-if-congress-heralds-new-twist-to-political-row-11706780874727.html,
https://www.livemint.com/politics/news/shashi-tharoor-says-budget-2024-couched-in-vauge-language-without-enough-substance-11706772214152.html,
https://www.livemint.com/politics/news/bjp-wins-chandigarh-mayoral-elections-liquor-business-owner-manoj-sonkar-gets-16-out-of-36-votes-8-ballots-cancelled-11706602645350.html,
https://www.livemint.com/politics/news/maharashtra-govt-s-decision-to-give-obc-benefits-to-marathas-could-lead-to-unrest-in-state-union-minister-narayan-rane-11706435581553.html,
https://www.livemint.com/politics/news/bihar-politics-live-nitish-kumar-joining-nda-or-staying-with-india-lalu-yadav-tejashwi-yadav-narendra-modi-jdu-11706274219182.html,
https://www.livemint.com/politics/news/is-nitish-kumar-joining-bjp-here-whats-jd-u-advises-congress-to-keep-india-alliance-running-11706263799491.html,
https://www.livemint.com/politics/news/watch-cm-himanta-biswa-sarma-is-ravan-says-assam-congress-president-bhupen-kumar-borah-explains-why-11705991535604.html,
https://www.livemint.com/politics/news/ayodhya-ram-mandir-inauguration-january-22-pm-modi-janmboomi-pran-pratishtha-ram-lalla-news-latest-11705984782499.html,
https://www.livemint.com/politics/news/ayodhya-ram-mandir-inauguration-january-22-pm-modi-janmboomi-pran-pratishtha-ram-lalla-news-latest-11705984782499.html,
https://www.livemint.com/politics/news/acme-aims-to-raise-300-million-equity-in-push-for-green-hydrogen-11705426976053.html,
https://www.livemint.com/politics/news/milind-deora-to-join-maharashtra-cm-eknath-shindes-shiv-sena-faction-today-11705204773096.html,
https://www.livemint.com/politics/news/pm-modi-has-decided-this-congress-as-milind-deora-quits-party-bharat-jodo-nyay-yatra-updates-11705207043054.html,
https://www.livemint.com/politics/news/why-nitish-kumar-rejected-convenor-post-of-india-bloc-explained-in-5-points-11705144336911.html,
https://www.livemint.com/politics/news/nitish-kumar-bihar-cm-rjd-lalu-prasad-yadav-daughter-rohini-acharya-bjp-nda-alliance-jdu-garbage-dustbin-india-11706435872064.html,
https://www.livemint.com/politics/news/bihar-politics-prashant-kishore-calls-nitish-kumar-sardar-of-palturams-predicts-jd-u-fate-in-2025-elections-11706437341779.html,
https://www.livemint.com/politics/maharashtra-ajit-pawar-ncp-chhagan-bhujbal-tears-into-govt-as-cm-shinde-accepts-maratha-quota-demand-birth-decides-caste-11706345769829.html,
https://www.livemint.com/politics/news/maldives-president-muizzu-mentions-centuries-of-friendship-with-india-wishes-prez-murmu-pm-modi-on-republic-day-2024-11706253742637.html,
https://www.livemint.com/politics/news/she-is-our-didi-we-respect-her-india-parties-congress-aap-ncp-tmc-mamata-banerjees-call-for-solo-west-bengal-11706090799141.html,
https://www.livemint.com/politics/news/dont-need-mamatas-pity-india-bloc-faces-fresh-hurdle-amid-congress-tmc-seat-sharing-row-in-west-bengal-11704372290005.html,
https://www.livemint.com/politics/news/amit-shah-to-hold-bjp-s-organisational-meetings-in-telangana-on-thursday-11703673831830.html,
https://www.livemint.com/politics/news/hum-bhi-nahi-hai-kam-kyunki-ramdas-athawale-bjp-india-congress-hain-tayaar-hum-rally-in-nagpur-watch-11703673638849.html,
https://www.livemint.com/politics/news/ram-lalla-is-mine-too-uddhav-thackeray-mentions-babri-masjid-while-making-a-request-on-ram-temple-event-11703937198191.html,
https://www.livemint.com/politics/news/rs-40-000-crore-scam-karnataka-bjp-mla-vows-to-expose-covid-corruption-charges-against-bs-yediyurappa-if-11703637411427.html,
https://www.livemint.com/politics/news/pm-modi-speaks-on-pannun-assassination-claims-us-india-relations-top-quotes-11703074868160.html,
https://www.livemint.com/politics/news/kamal-nath-out-jitu-patwari-appointed-as-new-madhya-pradesh-congress-chief-11702737755144.html,
https://www.livemint.com/politics/news/home-minister-amit-shah-withdraws-three-bills-to-replace-criminal-laws-from-ls-brings-new-legislations-with-suggestions-11702377152091.html,
https://www.livemint.com/politics/news/bhajanlal-sharma-named-rajasthan-chief-minister-all-you-need-to-know-about-first-time-bjp-mla-backed-by-vasundhara-raje-11702380368812.html,
https://www.livemint.com/politics/news/sanjay-raut-pen-provokes-sedition-charges-saamana-article-pm-modi-maharashtra-politics-lok-sabha-winter-session-11702437319796.html,
https://www.livemint.com/politics/news/bjp-appoints-vishnu-deo-sai-as-next-chief-minister-of-chhattisgarh-11702203408127.html,
https://www.livemint.com/politics/news/motion-to-disqualify-mahua-moitra-may-be-brought-today-in-parliament-at-2-pm-say-opposition-mps-11702019201832.html,
https://www.livemint.com/politics/news/ayodhya-ram-janmbhoomi-31-babri-masjid-demolition-anniversary-uttar-pradesh-6-december-1992-allahabad-hc-supreme-court-11701823685648.html,
https://www.livemint.com/politics/news/sachin-pilot-was-being-chased-his-movement-tracked-phone-tapped-in-2020-by-rajasthan-govt-claims-ashok-gehlot-osd-11701794069352.html,
https://www.livemint.com/politics/news/bjp-winning-elections-in-gaumutra-states-dmk-mps-comments-dnv-senthilkumar-s-bjp-says-take-mental-treatment-11701779541455.html,
https://www.livemint.com/politics/news/vicepresident-draws-parallels-between-mahatma-gandhi-and-pm-modi-congress-calls-it-shameful-11701138022339.html,
https://www.livemint.com/politics/news/cashforposting-row-karnataka-siddaramaiah-defends-son-jds-hd-kumaraswamy-expert-conspiracy-theories-lies-11700304658717.html,
https://www.livemint.com/politics/news/modi-condemns-death-of-civilians-in-west-asia-war-11700246383209.html,
https://www.livemint.com/politics/news/former-odisha-assembly-speaker-maheswar-mohanty-dies-at-67-11699331690402.html,
https://www.livemint.com/politics/news/five-things-to-watch-for-in-these-assembly-polls-11699259411341.html,
https://www.livemint.com/politics/news/shivakumar-rejects-kumaraswamys-19-mla-offer-to-become-chief-minister-says-no-hurry-11699151139994.html,
https://www.livemint.com/politics/news/delhi-news-ed-raids-at-aap-leader-raaj-kumar-anands-house-continue-for-over-22-hours-minister-says-excuse-to-annoy-11698977384087.html,
https://www.livemint.com/politics/news/i-may-be-arrested-by-the-time-avind-kejriwal-in-poll-bound-madhya-pradesh-after-skipping-ed-summons-11698931619633.html,
https://www.livemint.com/politics/news/apple-warning-state-sponsored-attackers-rahul-gandhi-hits-out-at-modi-govt-says-not-afraid-of-phone-tapping-11698761743412.html,
https://www.livemint.com/news/india/rath-prabhari-row-bjp-baffled-with-congress-gross-misuse-govt-machinery-remark-10-points-11698034192804.html,
https://www.livemint.com/politics/news/aap-dissolves-all-of-its-units-in-uttarakhand-for-the-second-time-new-appointments-to-be-declared-soon-11697966520421.html,
https://www.livemint.com/politics/news/telangana-elections-2023-bjp-withdraws-suspension-of-telangana-mla-t-raja-singh-over-anti-prophet-remarks-11697956078659.html,
https://www.livemint.com/politics/news/if-congress-behaves-like-this-akhilesh-yadav-continues-to-spar-with-india-ally-over-mp-seat-sharing-11697799999344.html,
https://www.livemint.com/politics/news/if-congress-behaves-like-this-akhilesh-yadav-continues-to-spar-with-india-ally-over-mp-seat-sharing-11697799999344.html,
https://www.livemint.com/politics/news/darshan-hiranandani-forced-to-sign-a-white-paper-tmc-mp-mahua-moitra-on-cash-for-query-allegations-11697768764367.html,
https://www.livemint.com/politics/news/bihar-caste-based-census-data-news-cm-nitish-kumar-calls-an-all-party-meeting-to-discuss-results-top-updates-11696310515672.html,
https://www.livemint.com/politics/news/nobody-takes-rahul-gandhi-seriously-bjp-leader-shares-photo-from-sharad-pawars-meeting-with-adani-11695490834589.html,
https://www.livemint.com/politics/news/cauvery-river-dispute-farmers-pro-kannada-outfits-protest-mandya-karnataka-tamil-nadu-water-sharing-issue-mysuru-11695439130582.html,
https://www.livemint.com/politics/news/former-andhra-cm-n-chandrababu-naidus-custody-extended-for-2-more-days-11695361976361.html,
https://www.livemint.com/politics/news/govt-to-drop-discussion-on-ec-appointment-bill-in-special-parliament-session-report-11695050329558.html,
https://www.livemint.com/politics/news/amit-shah-slams-nitish-lalu-oil-water-alliance-says-they-changed-upa-name-to-india-because-11694873067809.html,
https://www.livemint.com/politics/news/congress-leaders-see-cwc-meeting-in-telangana-as-an-opportunity-for-upcoming-elections-11694843455721.html,
https://www.livemint.com/politics/news/cwc-meeting-in-telangana-congress-gears-up-for-electoral-battle-sonia-rahul-gandhi-mallikarjun-kharge-to-attend-11694835598768.html,
https://www.livemint.com/politics/news/india-bloc-boycotting-some-tv-news-anchors-to-avoid-whatsapp-group-of-bjp-media-cell-11694781498068.html,
https://www.livemint.com/politics/news/congress-built-mega-mall-of-hatred-instead-of-mohabbat-ki-ducan-says-anurag-thakur-11694757687854.html,
https://www.livemint.com/politics/news/no-cricket-over-bodies-of-martyrs-priyanka-chaturvedi-slams-centre-for-keeping-ties-with-pakistan-amid-terror-attack-11694744861537.html,
